8 545 479 424 380 325 289 181 113 13762 13743 12945 9562 8226 8213 6586 262 11011 8668 7162 3874 3681 3681 2988 1897 769 722 445 383 334 252 129 74 16926 16358 10615 10492 9520 8844 4129 52 12712 12409 10498 8284 6463 5239 3240 1080 14105 14099 12215 9769 7757 7333 3792 89 10198 10193 9393 7126 6329 6329 4723 59 12496 12496 11409 6590 5210 5195 4416 2009
7 5928 4685 1353 260 190 139 34 20 6993 6987 4044 339 187 96 27 7 12905 12595 9546 5533 4422 4422 3805 1821 918 885 860 860 802 729 337 41 12227 12227 11480 7716 6702 6683 5784 1072 3546 3532 2779 1399 284 197 91 35 11062 11062 10380 7406 5423 5423 4803 2397 2282 2282 1752 1249 329 89 13 0 470 455 414 409 302 243 123 19
6 2594 2585 2553 2540 2491 2458 1624 0 12319 12317 11154 6160 5611 5595 4670 99 4623 4621 3523 2326 1062 308 203 33 14265 14212 13077 10799 6545 6446 5007 2588 9844 9823 8131 5058 4925 4914 1963 10 10898 9647 5852 5608 5573 5571 940 0 9403 8443 7342 7328 5753 2714 86 18 6517 6517 6242 6041 5766 5753 4486 14 11101 11101 9985 5327 4950 4933 4243 1667
5 10404 10403 9590 7849 7042 7039 6197 3348 9985 9976 6711 2219 1779 1738 239 169 11167 11158 4163 3741 3650 3615 1618 14 7510 6402 3098 1910 1489 1479 88 38 13496 13290 6576 6192 5757 5739 28 13 6236 5862 5471 5464 4594 2669 52 34 5497 5489 5455 5420 5410 5381 4176 32 13790 13785 12773 8528 7602 7602 6059 143 5997 5986 5151 3256 466 421 142 137
4 14587 14579 14327 12456 7652 6691 4720 4566 473 431 426 408 330 247 88 10 10850 10832 10015 10000 6653 6653 6576 6181 8027 8021 3425 1006 685 620 424 4 8645 8624 4607 1336 1290 1246 783 657 10534 10285 10008 9753 2110 2096 1450 1379 627 615 606 602 483 307 111 15 6094 3581 3545 3517 3478 3453 3388 3268 5331 5319 4897 4873 1788 116 31 17
3 8894 8888 4408 2228 2060 2058 1183 19 8355 8346 3822 1569 1470 1468 864 60 15049 14339 12758 10881 7556 6803 2795 1012 9678 9103 6276 5133 5099 5097 3858 577 15496 15496 10994 6226 5587 5375 2830 0 9905 9898 6815 6556 6193 6157 1127 17 3148 3121 3093 3068 3039 3012 2012 11 9317 9312 8770 7409 6861 6821 5292 42 12315 12301 10827 5359 5133 5130 4356 818
2 14246 14234 13490 10883 7706 7700 6402 1537 8495 8467 4126 1069 1013 996 171 30 7541 7541 7442 7410 3879 890 36 2 1698 1689 1180 637 153 149 49 10 12613 12580 11702 10968 6967 6884 6602 5495 1215 1182 823 737 106 78 35 14 10611 10605 9901 9137 8052 7747 6095 2523 12982 12971 11456 10672 7641 7637 5056 10 11451 11434 8963 7742 7694 7682 3836 26
3 15328 15318 12670 7419 6599 6589 4904 194 10787 10533 5028 2795 2373 2352 1093 899 9186 9121 9083 8771 5011 3153 88 66 552 489 411 394 329 285 146 102 14465 14458 10371 6309 6068 6023 4997 305 15376 14241 9363 8728 8039 7791 1360 62 797 730 652 615 467 440 188 142 6900 6894 6764 6697 6659 6633 2781 43 12877 12867 11997 8518 7049 7025 6163 3345
1 349 317 249 233 163 141 91 55 9370 9364 8605 7442 6713 6705 5656 85 12544 8904 7543 3943 3824 3824 2999 5 14172 14145 11428 6641 6512 6509 5574 0 4173 4135 3233 925 71 57 39 24 5714 3598 3533 3522 3522 3518 3498 3490 335 302 268 230 195 169 100 15 366 324 271 263 206 177 91 22 9074 6423 6034 6030 4746 4047 3460 3322
0 6253 6251 5629 4925 3986 3974 3311 1309 9394 9390 7317 2893 2856 2824 2112 2 9073 6780 4254 2809 1906 1391 50 35 9523 9342 9320 9070 3430 2811 2006 2005 310 301 265 240 88 48 8 4 3713 3378 3166 3149 2921 2893 2705 2541 9377 8430 7332 7309 3983 1622 11 3 6433 6430 6020 5721 5234 5181 3663 0 10426 10422 9804 7333 3716 3698 3052 830
4 11785 11785 10879 10771 6575 6568 6005 5587 602 534 438 369 265 228 119 46 6911 5409 5309 5277 5205 5178 5071 4960 16448 16448 14831 11766 7635 7102 3651 2354 15246 15239 11497 7719 7621 7602 4721 94 14596 13935 11109 10162 6851 6022 4717 2336 515 510 465 461 357 296 170 85 589 528 450 399 304 260 118 18 13955 13539 13508 13413 6390 5547 5069 4939
